pd_location,signal_width,rise_time,fall_time,peak_voltage,polarity,abs(mean),rms,sd,NewSkewness,kurtosis,crest,abs(formFactor),MainFreq,phase_angle,T,W,pC,pd_class
1309199,26,12,14,13.01609,-1,7.922151,8.950105,4.243934,0.372086,1.776904,1.454295,1.129757,0,235.6558,40.51776,2.431922,427796.2,33
1276509,24,11,13,11.18843,-1,6.724786,7.631925,3.683229,0.3690769,1.800483,1.466003,1.134895,0,229.7716,39.36549,3.747584,336239.3,33
1307918,26,10,16,9.732283,-1,6.094371,6.963228,3.432424,0.277554,1.736241,1.397668,1.142567,0,235.4252,40.04909,2.581029,329096,33
1274627,23,9,14,10.98519,-1,7.026455,7.99081,3.887368,0.4888344,1.780825,1.374728,1.137246,0,229.4329,36.06589,3.385675,337269.9,33
1325218,26,10,16,10.73745,-1,6.392246,7.260272,3.508068,0.3270239,1.784976,1.478933,1.135794,0,238.5392,37.69254,2.638989,345181.3,33
1325218,26,10,16,10.73745,-1,6.392246,7.260272,3.508068,0.3270239,1.784976,1.478933,1.135794,0,238.5392,37.69254,2.638989,345181.3,33
1334568,31,12,19,12.35402,-1,6.989162,7.991266,3.936522,0.1538354,1.799196,1.54594,1.14338,0,240.2222,43.99469,1.997048,447306.4,33
1311134,23,11,12,12.68732,-1,8.07552,9.074358,4.227851,0.481978,1.822156,1.398151,1.123687,0,236.0041,36.41657,3.281449,387625,33
1265070,24,10,14,11.41631,-1,7.035445,7.9748,3.832421,0.4152422,1.772637,1.431548,1.133518,0,227.7126,37.86546,2.974639,351772.3,33
1280876,20,7,13,10.91366,-1,6.420636,7.433577,3.838643,0.3063519,1.683446,1.468157,1.157763,0,230.5577,28.11834,5.53424,269666.7,33
1312008,23,10,13,12.01835,-1,7.447628,8.432198,4.03913,0.4197167,1.768868,1.425293,1.132199,0,236.1614,33.87453,3.54493,357486.1,33
1318246,21,12,9,10.78516,-1,7.065291,7.898837,3.614866,0.6093598,1.935692,1.365411,1.117978,0,237.2843,34.8331,4.303294,310872.8,33
1317768,26,12,14,11.59989,-1,6.887289,7.910152,3.964581,0.3744531,1.708916,1.466456,1.148515,0,237.1982,36.85255,2.913698,371913.6,33
1327749,25,11,14,12.28383,-1,7.418903,8.353342,3.915063,0.3489777,1.854692,1.470529,1.125954,0,238.9948,39.53303,3.005113,385783,33
1307217,22,11,11,11.70228,-1,7.634343,8.623964,4.10133,0.6131062,1.890217,1.356949,1.129628,0,235.2991,35.16647,3.919089,351179.8,33
1308800,24,12,12,13.10159,-1,8.087852,9.164857,4.399486,0.5512823,1.910272,1.429546,1.133163,0,235.584,36.41708,3.325076,404392.6,33
1277985,24,9,15,9.743352,-1,6.188657,6.952244,3.233005,0.4469167,1.865633,1.401469,1.123385,0,230.0373,36.44513,3.160367,309432.8,33
1296606,24,13,11,14.09923,-1,8.892018,9.984043,4.633791,0.3911858,1.832682,1.412176,1.12281,0,233.3891,38.05878,3.174654,444600.9,33
1357294,22,8,14,10.42826,-1,6.915791,7.74305,3.5606,0.4391762,1.860029,1.34679,1.119619,0,244.3129,34.47603,3.720555,318126.4,33
1407626,27,12,15,7.728929,-1,4.670344,5.252136,2.446758,0.3132048,1.833511,1.471578,1.124572,0,253.3727,41.48327,2.562034,261539.3,33
1402677,25,11,14,9.951957,-1,6.056837,6.857251,3.278732,0.3617212,1.787486,1.451304,1.132151,0,252.4819,39.18977,2.811507,314955.5,33
1345116,39,11,28,9.977432,-1,5.06064,5.870507,3.013266,-0.1056691,1.874874,1.699586,1.160033,0,242.1209,46.74809,1.920186,404851.2,33
1339663,17,9,8,6.554745,-1,3.843302,4.461104,2.330724,0.2654438,1.608299,1.46931,1.160748,0,241.1393,27.76549,7.386707,138358.9,33
1434170,22,11,11,7.362487,-1,4.578959,5.166765,2.447241,0.4052026,1.861608,1.42497,1.128371,0,258.1506,35.96249,4.206574,210632.1,33
1387901,24,8,16,6.114568,-1,3.937844,4.482514,2.185729,0.3994606,1.791858,1.364093,1.138317,0,249.8222,36.71126,3.218577,196892.2,33
1368612,22,11,11,7.359765,-1,4.161919,4.762137,2.3664,0.2203563,1.716542,1.545475,1.144217,0,246.3502,33.65166,4.526241,191448.3,33
1401987,40,17,23,5.965252,-1,3.37431,3.616143,1.316354,-0.4667221,2.238727,1.649617,1.071669,0,252.3577,59.26879,2.807072,276693.4,33
1401948,23,11,12,5.878229,-1,3.695216,4.263021,2.171448,0.3571203,1.668774,1.378888,1.153659,0,252.3506,32.55645,3.94563,177370.4,33
1370795,19,11,8,6.61153,-1,4.289646,4.815877,2.245839,0.5373798,1.834874,1.372861,1.122675,0,246.7431,31.2338,5.18569,171585.8,33
1402742,20,8,12,5.735536,-1,4.050703,4.444728,1.874774,0.8253903,2.252225,1.290413,1.097273,0,252.4936,34.32564,5.088116,170129.5,33
1315031,23,9,14,8.183185,-1,5.133802,5.828857,2.819741,0.3509333,1.716013,1.403909,1.135388,0,236.7056,33.02666,4.144276,246422.5,33
1360621,22,10,12,8.735043,-1,5.309961,6.020465,2.901074,0.4076721,1.816189,1.450892,1.133806,0,244.9118,33.27426,3.827656,244258.2,33
1366999,23,6,17,7.018744,-1,4.079045,4.750233,2.486717,0.2668193,1.658294,1.477558,1.164545,0,246.0598,31.49704,4.071733,195794.2,33
1319665,29,18,11,6.33755,-1,3.790313,4.163423,1.752128,0.447924,2.623313,1.522197,1.098438,0,237.5397,49.10425,4.09637,227418.8,33
1335746,22,8,14,6.066075,-1,3.490234,3.946669,1.883815,0.2749887,1.831056,1.537011,1.130775,0,240.4343,33.15592,4.53638,160550.8,33
1316463,23,10,13,5.459963,-1,3.520476,3.933636,1.792664,0.4512805,1.920439,1.38802,1.117359,0,236.9633,35.34803,3.715276,168982.8,33
1373754,21,9,12,6.400559,-1,4.272054,4.806065,2.25359,0.6106753,1.866706,1.331767,1.125001,0,247.2757,34.43499,4.29533,187970.4,33
1383105,22,11,11,6.718816,-1,3.949029,4.510805,2.229025,0.3452961,1.752259,1.489494,1.142257,0,248.9589,34.88686,4.113411,181655.4,33
1320285,19,7,12,5.150411,-1,3.735014,4.12715,1.801472,0.8169564,2.195308,1.247934,1.104989,0,237.6513,30.10728,5.530308,149400.6,33
1295222,25,10,15,4.391427,-1,2.689057,3.037294,1.4401,0.3675133,1.771792,1.445835,1.129501,0,233.14,37.84171,2.693978,139831,33
346578,20,13,7,1.272131,1,0.85625,0.9574725,0.4390547,0.7803654,2.063509,1.328635,1.118216,0,62.38404,32.47674,5.948832,35962.5,33
519240,18,8,10,1.093973,1,0.7688768,0.8689711,0.4159891,0.5922012,1.898882,1.258929,1.130182,0,93.4632,29.45048,7.108176,29217.32,33
1332028,27,13,14,4.068102,-1,2.402725,2.730197,1.320281,0.302184,1.759504,1.49004,1.136292,0,239.765,41.543,2.328199,134552.6,33
399875,22,10,12,1.129313,1,0.7351513,0.8255258,0.3840008,0.4467432,1.874495,1.367993,1.122933,0,71.9775,35.76421,4.013319,33816.96,33
1362715,28,14,14,4.277132,-1,2.497919,2.821379,1.334927,0.2428136,1.815562,1.515972,1.129492,0,245.2887,44.05089,2.266331,144879.3,33
309693,20,14,6,1.095164,1,0.7629427,0.8445376,0.3711069,0.6985345,2.10674,1.296762,1.106948,0,55.74474,31.34348,6.096142,32043.59,33
1355674,26,11,15,5.073669,-1,3.017221,3.425206,1.652121,0.3341243,1.786839,1.481274,1.135219,0,244.0213,38.8732,2.627909,162929.9,33
342165,13,6,7,1.394506,1,0.9110868,1.029276,0.4969619,0.5340059,1.866357,1.354842,1.129724,0,61.5897,20.94419,19.48837,25510.43,33
628871,22,15,7,1.523582,1,0.8606435,0.9778188,0.4745674,0.3442551,1.895173,1.558144,1.136148,0,113.1968,36.23351,6.248993,39589.6,33
1086570,15,10,5,1.400905,-1,0.681241,0.8003579,0.4338768,0.05358012,1.906436,1.750348,1.174853,0,195.5826,28.06054,17.21992,21799.71,33
1329491,25,9,16,4.716048,-1,2.849544,3.24075,1.574121,0.3594508,1.767913,1.455234,1.137287,0,239.3084,37.01774,2.808943,148176.3,33
1166467,23,12,11,1.259709,-1,0.7435597,0.8496575,0.4199836,0.2672188,1.713381,1.482608,1.142689,0,209.9641,37.24081,3.515008,35690.87,33
1322782,26,12,14,3.860561,-1,2.337301,2.651301,1.275409,0.3538496,1.758035,1.456101,1.134343,0,238.1008,40.20401,2.546813,126214.2,33
1479499,19,13,6,1.432205,-1,1.028825,1.149483,0.5259875,0.7487554,1.99457,1.245956,1.117277,0,266.3098,30.11254,6.104381,41153,33
311506,17,6,11,1.203663,1,0.8005951,0.931401,0.4897775,0.5493956,1.664234,1.292315,1.163386,0,56.07108,26.54466,9.807752,28821.42,33
584258,19,11,8,1.53198,1,1.00542,1.137873,0.5466518,0.4010981,1.748962,1.346354,1.13174,0,105.1664,30.54603,5.119464,40216.79,33
1348923,29,11,18,4.431118,-1,2.508894,2.854296,1.384317,0.1139076,1.800789,1.552438,1.137671,0,242.8061,41.01919,2.291853,150533.6,33
298945,18,14,4,1.151683,1,0.7596157,0.8521562,0.3967878,0.5768506,1.904165,1.351493,1.121825,0,53.8101,31.32441,9.60354,28865.4,33
472505,21,8,13,1.365124,1,0.9441032,1.054664,0.4811532,0.6120035,1.924481,1.294368,1.117107,0,85.0509,35.87779,4.266987,41540.54,33
1354717,27,11,16,4.285409,-1,2.543161,2.910552,1.441476,0.3385136,1.736514,1.47237,1.144462,0,243.8491,40.25729,2.371732,142417,33
324035,23,9,14,1.158173,1,0.7053832,0.7965084,0.3779029,0.3889588,1.832406,1.454062,1.129185,0,58.3263,33.16245,3.768864,33858.39,33
1396799,29,15,14,4.280343,-1,2.534265,2.837984,1.299199,0.2408555,1.826691,1.508234,1.119845,0,251.4238,49.49743,2.355901,152055.9,33
640251,21,14,7,1.266052,1,0.8094195,0.9160865,0.4391118,0.5991593,1.907718,1.382023,1.131782,0,115.2452,32.76707,5.727282,35614.46,33
1317000,26,11,15,5.696384,-1,3.454096,3.895241,1.83489,0.3912131,1.853787,1.462396,1.127717,0,237.06,39.35739,2.653422,186521.2,33
1375182,24,10,14,5.599662,-1,3.486074,3.90555,1.797164,0.3967826,1.866,1.433771,1.120329,0,247.5328,36.3287,3.090308,174303.7,33
1375182,24,10,14,5.599662,-1,3.486074,3.90555,1.797164,0.3967826,1.866,1.433771,1.120329,0,247.5328,36.3287,3.090308,174303.7,33
448710,21,12,9,1.081424,1,0.751862,0.8243917,0.3460769,0.7592544,2.232802,1.311784,1.096467,0,80.7678,35.23513,4.767481,33081.93,33
1441034,28,12,16,4.051597,-1,2.346784,2.699743,1.358245,0.2763104,1.700103,1.500735,1.150401,0,259.3861,40.20133,2.247767,136113.5,33
262132,10,7,3,1.339082,1,0.6830113,0.8067681,0.4503415,0.2282527,1.684018,1.65981,1.181193,0,47.18376,18.75742,36.34057,15026.25,33
1091083,14,10,4,1.244158,-1,0.6670694,0.7621835,0.3816442,0.08388711,1.89539,1.63236,1.142585,0,196.3949,27.58872,16.21238,20012.08,33
1284422,29,13,16,5.076535,-1,2.864096,3.274183,1.6137,0.1590067,1.761664,1.550474,1.143182,0,231.196,42.57508,2.116475,171845.8,33
1135644,17,7,10,1.228932,-1,0.7312125,0.8403212,0.4260921,0.2181149,1.724537,1.462455,1.149216,0,204.4159,26.36504,8.428367,26323.65,33
1281691,26,11,15,4.587954,-1,2.782801,3.144457,1.492003,0.3730128,1.782905,1.459061,1.129961,0,230.7044,39.66344,2.46398,150271.3,33
528396,32,19,13,1.446118,1,0.8695419,0.9484463,0.3846167,0.3541489,2.669973,1.524723,1.090742,0,95.11128,53.90493,4.32635,57389.77,33
1397285,24,11,13,6.064187,-1,3.758059,4.261898,2.051617,0.4418082,1.797057,1.422884,1.134069,0,251.5113,36.58681,3.137947,187903,33
1239814,25,11,14,5.392857,-1,3.292898,3.728588,1.783691,0.3764831,1.754464,1.446354,1.132312,0,223.1665,38.96252,2.696923,171230.7,33
344011,21,9,12,1.550205,1,0.9895162,1.104837,0.5030143,0.4748238,1.871424,1.403108,1.116543,0,61.92198,33.74414,4.636217,43538.71,33
1367668,31,13,18,5.020008,-1,2.886894,3.27113,1.562838,0.1440942,1.863341,1.53464,1.133097,0,246.1802,46.94096,2.046649,184761.2,33
558008,25,20,5,1.549855,1,0.8647033,0.9446192,0.3877852,-0.1222217,2.565313,1.640719,1.09242,0,100.4414,50.10859,8.969056,44964.57,33
1433816,26,11,15,4.5246,-1,2.817347,3.189392,1.523396,0.3739846,1.780034,1.41864,1.132055,0,258.0869,40.88983,2.518067,152136.7,33
1481297,27,13,14,3.07852,-1,1.8931,2.128087,0.9899114,0.2344961,1.822138,1.446614,1.124128,0,266.6335,44.66651,2.436226,106013.6,33
316716,28,16,12,1.347865,1,0.7464657,0.848989,0.4115982,-0.07203931,1.994149,1.587612,1.137345,0,57.00888,45.92636,3.346973,43295.01,33
548176,24,13,11,1.408189,1,0.9418995,1.070833,0.5199248,0.4780607,1.765732,1.315041,1.136887,0,98.67168,36.49279,3.209336,47094.97,33
1226365,28,13,15,5.520973,-1,3.221609,3.675685,1.801041,0.2918746,1.803632,1.502026,1.140947,0,220.7457,42.14729,2.394011,186853.3,33
1433688,21,7,14,1.433233,-1,0.9887984,1.11937,0.5370064,0.6252774,1.863539,1.280392,1.132051,0,258.0638,33.50883,4.554195,43507.13,33
1396118,25,9,16,5.028814,-1,3.220665,3.611248,1.665884,0.4356372,1.872067,1.392542,1.121274,0,251.3012,37.44678,2.809377,167474.6,33
1239031,26,11,15,5.218844,-1,3.164588,3.598847,1.746438,0.3594136,1.736589,1.450143,1.137224,0,223.0256,39.01354,2.522376,170887.8,33
1336296,29,13,16,7.675613,-1,4.538084,5.119571,2.410279,0.271534,1.809024,1.499269,1.128135,0,240.5333,41.16535,2.217247,272285.1,33
1396840,26,13,13,6.842465,-1,4.161868,4.709748,2.246669,0.3486588,1.758631,1.45283,1.131643,0,251.4312,39.46201,2.47125,224740.9,33
382295,19,8,11,1.360358,1,0.8852932,0.9869916,0.4476939,0.717382,2.130062,1.378288,1.114875,0,68.8131,30.93975,5.812714,35411.73,33
1046243,23,9,14,1.208012,-1,0.7497825,0.8408556,0.3887966,0.5509301,1.988816,1.436646,1.121466,0,188.3237,34.66294,3.819868,35989.56,33
1431682,27,12,15,5.759035,-1,3.383755,3.821469,1.808491,0.2695577,1.829743,1.507021,1.129358,0,257.7028,40.99985,2.506089,189490.3,33
1388746,25,10,15,6.770073,-1,4.143509,4.688195,2.236721,0.439215,1.832608,1.444068,1.131455,0,249.9743,37.1538,2.849811,215462.5,33
1478514,23,10,13,7.499685,-1,4.822282,5.377211,2.430243,0.5471714,1.941659,1.394717,1.115076,0,266.1325,36.47166,3.24247,231469.5,33
1292781,26,12,14,7.364428,-1,4.448225,5.00873,2.346176,0.3524453,1.832942,1.470318,1.126006,0,232.7006,38.96484,2.600425,240204.1,33
1307992,24,11,13,6.459235,-1,4.031184,4.54267,2.137318,0.4511965,1.856258,1.421903,1.126882,0,235.4386,37.0851,3.192209,201559.2,33
417967,25,12,13,4.30387,1,2.651624,3.000976,1.433087,0.4068878,1.80225,1.434157,1.13175,0,75.23406,39.61972,2.937521,137884.4,33
1261670,24,12,12,5.979804,-1,3.769252,4.266955,2.04115,0.4273594,1.801203,1.401422,1.132043,0,227.1006,35.1534,3.136837,188462.6,33
556984,25,10,15,1.804116,1,0.9966237,1.151262,0.5877347,0.1915134,1.748018,1.567076,1.155163,0,100.2571,35.01553,3.733839,51824.43,33
1261651,26,12,14,5.3665,-1,3.119771,3.572018,1.772778,0.3067529,1.766975,1.502372,1.144962,0,227.0972,38.49216,2.734855,168467.6,33
1330310,28,13,15,5.659589,-1,3.347125,3.783767,1.795786,0.2792055,1.810042,1.495755,1.130453,0,239.4558,40.82656,2.303698,194133.2,33
1275791,24,11,13,5.540205,-1,3.514017,3.919778,1.772577,0.4804635,1.89922,1.413398,1.115469,0,229.6424,36.13374,3.092487,175700.8,33
441146,23,11,12,4.497502,1,2.858611,3.209888,1.491444,0.4748497,1.834829,1.40114,1.122884,0,79.40628,35.29931,3.228178,137213.3,33
1265212,25,11,14,5.059044,-1,3.071597,3.476833,1.661267,0.3482909,1.761096,1.455072,1.13193,0,227.7382,36.84745,2.793139,159723,33
359012,35,19,16,2.777872,1,1.685766,1.875122,0.8327907,0.3101409,1.941177,1.481436,1.112326,0,64.62216,60.61934,2.142666,121375.1,33
1268279,29,12,17,4.997263,-1,2.922969,3.317834,1.596637,0.2327451,1.755917,1.506182,1.13509,0,228.2902,41.87482,2.084474,175378.1,33
1272617,26,10,16,5.331391,-1,3.301381,3.760641,1.835225,0.3807454,1.787483,1.417681,1.139112,0,229.0711,40.35797,2.66472,178274.6,33
488557,36,16,20,3.346518,1,1.841646,2.102911,1.029176,0.08574261,1.791118,1.591374,1.141865,0,87.94026,51.33759,1.695592,136281.8,33
1247312,23,8,15,4.821473,-1,3.100924,3.484709,1.623994,0.4132633,1.818852,1.383609,1.123765,0,224.5162,36.308,3.305294,148844.3,33
417710,24,11,13,2.272684,1,1.375791,1.58531,0.8039004,0.3964334,1.695088,1.43359,1.152289,0,75.1878,35.47441,3.288283,68789.57,33
1275741,27,14,13,4.853205,-1,2.911946,3.293836,1.567704,0.2874071,1.782327,1.473421,1.131146,0,229.6334,40.97121,2.357077,163069,33
296486,29,13,16,4.75848,1,2.728337,3.108352,1.514764,0.1540467,1.770731,1.530869,1.139284,0,53.36748,40.39015,2.238867,163700.2,33
1298579,22,8,14,4.703552,-1,3.05591,3.405681,1.537142,0.5532451,1.925613,1.38109,1.114457,0,233.7442,33.65192,3.712743,140571.9,33
378874,22,11,11,1.873192,1,1.078316,1.239565,0.6250961,0.2213216,1.777687,1.511169,1.149538,0,68.19732,36.40346,4.246382,49602.51,33
1250063,28,14,14,4.066642,-1,2.437953,2.732978,1.256995,0.2813403,1.848014,1.48799,1.121013,0,225.0113,45.88778,2.268966,141401.3,33
1613564,26,13,13,1.853385,-1,1.122851,1.261603,0.58615,0.3066202,1.885533,1.469072,1.123571,0,290.4415,41.80031,2.870305,60633.95,33
278010,19,8,11,1.258132,1,0.9222507,1.018656,0.4438047,0.8232248,2.182312,1.235089,1.104533,0,50.0418,30.39171,5.852539,36890.03,33
1304573,25,11,14,4.635584,-1,2.892421,3.248578,1.508193,0.420376,1.841515,1.426958,1.123134,0,234.8231,38.95469,2.771666,150405.9,33
279194,22,14,8,1.604975,1,1.100773,1.243249,0.5908866,0.5343807,1.80439,1.290952,1.129432,0,50.25492,34.74615,3.948955,50635.58,33
1216502,17,6,11,1.152049,-1,0.6264393,0.7295004,0.384662,0.1791583,1.63585,1.579229,1.164519,0,218.9704,25.13382,8.174792,22551.81,33
1476112,24,9,15,3.179733,-1,1.887156,2.163277,1.079355,0.3327006,1.697081,1.469869,1.146316,0,265.7002,34.14803,3.264127,94357.82,33
344525,22,13,9,2.137835,1,1.302354,1.456807,0.6674833,0.5434556,2.050991,1.467479,1.118596,0,62.0145,35.47215,4.41648,59908.26,33
1264216,19,9,10,1.122806,-1,0.6964327,0.7985911,0.4009584,0.4869925,1.737163,1.405983,1.146688,0,227.5589,33.03855,8.201992,27857.31,33
1274994,25,9,16,3.836711,-1,2.462333,2.760027,1.271555,0.4212131,1.834309,1.390099,1.120899,0,229.4989,37.37524,2.821097,128041.3,33
1389583,26,12,14,5.249192,-1,3.14558,3.553841,1.68532,0.3113837,1.776631,1.477048,1.129789,0,250.1249,38.62123,2.558428,169861.3,33
512225,19,6,13,1.655617,1,1.10867,1.223621,0.5312323,0.8373674,2.272228,1.353047,1.103683,0,92.2005,29.72342,6.138336,44346.81,33
1471765,39,14,25,3.254199,-1,1.913945,2.043711,0.7257659,-0.348663,2.232675,1.592299,1.0678,0,264.9177,57.11664,2.936363,153115.6,33
1426498,26,14,12,5.495325,-1,3.344864,3.773353,1.779714,0.350993,1.785426,1.456351,1.128103,0,256.7696,42.4778,2.512712,180622.7,33
1300541,25,12,13,6.333479,-1,3.87487,4.369303,2.058942,0.3905441,1.814224,1.44954,1.1276,0,234.0974,39.52955,2.758368,201493.2,33
1295004,28,13,15,7.598798,-1,4.449044,5.040214,2.410417,0.2454725,1.784914,1.507634,1.132876,0,233.1007,44.6709,2.236482,258044.5,33
1198582,21,14,7,1.34253,-1,0.8263557,0.924487,0.4242569,0.3823327,1.871739,1.452189,1.118752,0,215.7448,38.61313,5.093071,36359.65,33
1308346,25,12,13,5.787877,-1,3.497371,3.95631,1.886164,0.3530868,1.782687,1.462948,1.131224,0,235.5023,38.7064,2.733231,181863.3,33
352288,25,11,14,14.2788,1,8.652218,9.801817,4.697162,0.3782167,1.809142,1.456751,1.132868,0,63.41184,36.88867,2.950119,449915.3,33
317383,25,12,13,9.948358,1,5.889292,6.688636,3.233613,0.3102061,1.778601,1.487352,1.135728,0,57.12894,38.70869,2.847228,306243.2,33
1330892,25,10,15,2.250362,-1,1.217047,1.41022,0.7265104,0.1153517,1.813129,1.595753,1.158723,0,239.5606,33.89559,3.501461,63286.46,33
312370,23,10,13,10.45678,1,6.584183,7.389109,3.425856,0.4547122,1.839335,1.415162,1.122251,0,56.2266,36.08008,3.283475,316040.8,33
645917,23,12,11,4.587026,1,2.882795,3.233978,1.497164,0.4447418,1.839164,1.418385,1.12182,0,116.2651,38.27056,3.35003,138374.2,33
354055,27,12,15,12.97133,1,7.503788,8.5175,4.103959,0.229318,1.783787,1.522904,1.135093,0,63.7299,41.79091,2.420643,420212.1,33
1226957,22,9,13,2.810928,-1,1.82871,2.065701,0.9822885,0.58946,1.910632,1.360762,1.129594,0,220.8523,32.7259,4.089326,84120.67,33
1357292,20,15,5,2.428743,-1,1.518987,1.735886,0.8609751,0.4765583,1.815641,1.399137,1.142792,0,244.3126,33.60204,8.984119,63797.45,33
282963,23,8,15,3.711841,1,2.35048,2.646248,1.241825,0.4610092,1.794855,1.402681,1.125833,0,50.93334,34.23227,3.611138,112823,33
544243,26,10,16,13.77442,1,8.266624,9.395152,4.549552,0.3698391,1.794422,1.46612,1.136516,0,97.96374,36.93559,2.739234,446397.7,33
1362278,23,8,15,4.542355,-1,3.117866,3.487387,1.595902,0.5718733,1.945404,1.30251,1.118517,0,245.21,37.62878,3.346652,149657.6,33
329104,28,11,17,12.90153,1,7.507303,8.504536,4.066669,0.21825,1.7923,1.517017,1.132835,0,59.23872,40.75476,2.293984,435423.6,33
328132,24,9,15,11.39376,1,6.863995,7.85926,3.906932,0.3867466,1.722976,1.449724,1.144998,0,59.06376,35.89607,3.157521,343199.7,33
343009,25,12,13,10.50248,1,6.395041,7.244926,3.472189,0.3917066,1.773858,1.449633,1.132897,0,61.74162,38.89671,2.717997,332542.2,33
300670,24,14,10,5.331681,1,3.347348,3.752365,1.730699,0.5071428,1.943869,1.420885,1.120996,0,54.1206,40.42717,3.577218,167367.4,33
513683,23,11,12,8.793463,1,5.516375,6.267887,3.039911,0.4670244,1.765121,1.402939,1.136233,0,92.46294,35.77373,3.398646,264786,33
1355404,23,7,16,4.559583,-1,2.794883,3.156975,1.499607,0.4382454,1.812041,1.444289,1.129555,0,243.9727,32.45213,3.663489,134154.4,33
480735,23,12,11,12.58526,1,8.152667,9.035711,3.9797,0.5178329,1.963089,1.392835,1.108314,0,86.5323,37.67515,3.314032,391328,33
359204,25,10,15,4.811014,1,2.882913,3.287774,1.611894,0.3310842,1.81,1.463304,1.140435,0,64.65672,36.19931,3.206792,149911.5,33
1402850,16,7,9,3.066556,-1,1.79681,2.109396,1.139009,0.1857192,1.556429,1.45376,1.173968,0,252.513,25.38427,9.280371,61091.53,33
326092,22,13,9,3.083735,1,2.127506,2.394094,1.122584,0.5232521,1.850447,1.28806,1.125305,0,58.69656,33.97541,3.729853,97865.26,33
612107,24,11,13,7.38977,1,4.620388,5.220308,2.479843,0.4545837,1.794153,1.415581,1.129842,0,110.1793,36.24197,2.996303,231019.4,33
1254601,21,7,14,2.730837,-1,1.976013,2.217768,1.030607,0.5536302,1.906574,1.231344,1.122345,0,225.8282,35.60163,5.771667,86944.56,33
1434281,25,8,17,4.654547,-1,2.870856,3.298613,1.656683,0.3389446,1.697511,1.411062,1.149,0,258.1706,36.87653,2.888973,149284.5,33
434345,29,12,17,3.362356,1,1.988908,2.264133,1.100411,0.2785078,1.770334,1.485052,1.13838,0,78.1821,40.81547,2.178818,119334.5,33
1501588,29,15,14,5.153617,-1,3.010078,3.381921,1.568049,0.1871627,1.868448,1.523873,1.123533,0,270.2858,47.73203,2.27225,180604.7,33
560979,27,11,16,4.923115,1,2.75876,3.171579,1.59337,0.165466,1.78069,1.55226,1.149639,0,100.9762,41.54383,2.703625,154490.6,33
1201744,24,14,10,2.432555,-1,1.425366,1.591044,0.7215095,0.3306761,1.948123,1.528904,1.116235,0,216.3139,39.10326,3.951985,71268.32,33
1382541,24,8,16,4.774213,-1,3.023342,3.444264,1.683982,0.3265222,1.742348,1.386134,1.139224,0,248.8574,36.03031,3.061363,151167.1,33
1664639,19,9,10,1.93406,-1,1.236495,1.389333,0.6499621,0.5084133,1.840257,1.392078,1.123606,0,299.635,32.70328,6.270571,49459.79,33
317878,22,11,11,3.362327,1,2.230484,2.500521,1.155689,0.7124798,1.978727,1.344651,1.121067,0,57.21804,31.75386,5.068056,102602.3,33
597559,24,8,16,5.962562,1,3.84805,4.340124,2.048675,0.5169761,1.925078,1.373823,1.127876,0,107.5606,36.69903,3.606465,192402.5,33
1264885,17,7,10,2.371865,-1,1.579312,1.791308,0.8698226,0.6875074,1.946048,1.324097,1.134233,0,227.6793,26.70294,9.074218,56855.24,33
1452053,22,9,13,4.558768,-1,2.912662,3.287774,1.559352,0.5423051,1.821197,1.386582,1.128787,0,261.3695,34.02468,3.806657,133982.5,33
309564,19,13,6,3.187482,1,2.160374,2.405127,1.084543,0.7687618,2.158643,1.325286,1.113292,0,55.72152,32.0952,5.837454,86414.94,33
468792,20,9,11,4.06501,1,2.782883,3.10904,1.420485,0.6715743,1.95283,1.307481,1.117201,0,84.38256,30.8331,5.26987,116881.1,33
1336568,23,12,11,2.357036,-1,1.512571,1.686112,0.7610765,0.6234718,2.01795,1.397912,1.114732,0,240.5822,41.36366,5.365521,72603.43,33
347480,33,7,26,4.093899,1,2.05842,2.406074,1.264568,-0.0771905,1.840738,1.701485,1.168894,0,62.5464,37.74261,3.042015,139972.6,33
1465981,24,8,16,4.579829,-1,2.448489,2.875336,1.538553,0.01598271,1.765321,1.592798,1.174331,0,263.8766,29.72903,4.736328,122424.5,33
316068,21,6,15,2.140847,1,1.41697,1.614851,0.7927852,0.5632087,1.785378,1.325724,1.139651,0,56.89224,30.19086,5.304291,62346.67,33
643185,24,10,14,3.53876,1,2.140067,2.447321,1.211702,0.3565589,1.794691,1.445973,1.143572,0,115.7733,35.75504,3.329775,107003.3,33
1297368,20,7,13,3.00121,-1,1.8981,2.120573,0.9688887,0.6784046,2.082322,1.415283,1.117208,0,233.5262,30.86357,6.132854,79720.22,33
1508393,19,7,12,4.286892,-1,2.86429,3.1935,1.448877,0.7096786,2.043236,1.342381,1.114936,0,271.5107,28.49412,5.550661,114571.6,33
306660,19,7,12,3.437127,1,2.288591,2.569325,1.198149,0.6376942,1.958896,1.337755,1.122667,0,55.1988,32.90262,6.9343,91543.64,33
435754,13,9,4,4.406419,1,2.383131,2.692205,1.299738,0.1457566,2.006394,1.636732,1.129692,0,78.43572,25.16586,19.77976,66727.66,33
1434584,26,10,16,4.204362,-1,2.345146,2.706605,1.377037,0.2044964,1.724768,1.553371,1.154131,0,258.2251,37.31262,2.806224,126637.9,33
544583,26,12,14,8.491323,1,5.138924,5.794622,2.728522,0.3285532,1.787411,1.46538,1.127594,0,98.02494,41.80096,2.47721,277501.9,33
