pd_location,signal_width,rise_time,fall_time,peak_voltage,polarity,abs(mean),rms,sd,NewSkewness,kurtosis,crest,abs(formFactor),MainFreq,phase_angle,T,W,pC,pd_class
216401,21,10,11,5.189568,1,3.23206,3.680831,1.802786,0.4842189,1.788467,1.40989,1.13885,0,38.95218,33.82279,4.267514,142210.6,31
1046349,23,9,14,4.628216,-1,2.988485,3.321561,1.480912,0.5489602,1.986477,1.393386,1.111453,0,188.3428,36.05188,3.296786,143447.3,31
1270129,24,10,14,5.459244,-1,3.399425,3.81991,1.778231,0.3079193,1.817336,1.429155,1.123693,0,228.6232,39.00697,3.127734,169971.2,31
86257,25,9,16,4.292394,1,2.739259,3.08894,1.45586,0.3295655,1.787245,1.389601,1.127655,0,15.52626,37.40828,2.819614,142441.5,31
355110,22,9,13,5.237429,1,3.295966,3.726838,1.778617,0.4934657,1.795961,1.405328,1.130727,0,63.9198,33.8182,3.699086,151614.4,31
1009194,25,10,15,4.233407,-1,2.590816,2.959978,1.459831,0.3436542,1.765785,1.430216,1.142489,0,181.6549,39.26352,2.972999,134722.4,31
1175079,24,11,13,4.453952,-1,2.750994,3.106841,1.473548,0.4732771,1.904106,1.433595,1.129352,0,211.5142,36.59154,3.248738,137549.7,31
104572,27,14,13,3.49348,1,2.109645,2.41001,1.186518,0.3320453,1.720985,1.449571,1.142377,0,18.82296,39.51202,2.459418,118140.1,31
1012597,23,12,11,3.687452,-1,2.423321,2.724195,1.271255,0.5333699,1.932973,1.353593,1.124158,0,182.2675,36.06795,3.508092,116319.4,31
1149963,25,13,12,3.922101,-1,2.399405,2.702696,1.268589,0.2953097,1.759617,1.451181,1.126403,0,206.9933,42.78359,3.049474,124769,31
206378,27,13,14,5.254835,1,3.137969,3.552887,1.696755,0.2836408,1.798269,1.479032,1.132225,0,37.14804,43.8962,2.432136,175726.3,31
1011670,22,9,13,3.873319,-1,2.464394,2.776564,1.307838,0.5290758,1.8597,1.395004,1.126672,0,182.1006,32.80547,3.870894,113362.1,31
1160035,25,11,14,4.00402,-1,2.454546,2.764,1.295953,0.3605336,1.840126,1.448632,1.126074,0,208.8063,38.49863,2.854677,127636.4,31
105914,25,14,11,4.515679,1,2.742512,3.150877,1.582061,0.3182485,1.732549,1.43315,1.148902,0,19.06452,38.58537,2.923548,142610.6,31
1018673,25,9,16,3.887337,-1,2.384161,2.694219,1.27968,0.3018664,1.796938,1.442844,1.130049,0,183.3611,38.50346,2.812642,123976.3,31
1200638,22,11,11,4.716377,-1,2.88819,3.276997,1.583044,0.3871362,1.747243,1.439238,1.13462,0,216.1148,35.60308,3.677714,132856.7,31
90252,24,12,12,6.152976,1,3.740449,4.232968,2.022545,0.3975879,1.811024,1.453585,1.131674,0,16.24536,36.72754,3.044465,187022.4,31
368499,23,11,12,5.121299,1,3.133991,3.53856,1.678357,0.3832102,1.781424,1.447283,1.129091,0,66.32982,36.83477,3.263941,150431.6,31
1007946,25,12,13,4.085402,-1,2.625292,2.926738,1.319312,0.5131401,1.929279,1.395889,1.114824,0,181.4303,38.10549,2.793732,136515.2,31
1199803,27,10,17,4.990239,-1,2.863739,3.290958,1.651299,0.2379896,1.69984,1.516348,1.149182,0,215.9645,36.72963,2.655096,160369.4,31
207141,24,12,12,4.735617,1,2.842184,3.22084,1.546436,0.3221947,1.764338,1.470305,1.133227,0,37.28538,37.05827,3.05807,142109.2,31
1039160,28,13,15,4.597736,-1,2.592621,2.966811,1.46785,0.1663446,1.828159,1.549723,1.144329,0,187.0488,44.06927,2.499684,150372,31
1167040,28,10,18,3.921771,-1,2.1647,2.511423,1.295849,0.1093164,1.718302,1.561573,1.160171,0,210.0672,35.3669,2.837967,125552.6,31
94110,24,11,13,4.474262,1,2.753308,3.130111,1.519626,0.3839906,1.796801,1.429426,1.136855,0,16.9398,37.77859,3.192779,137665.4,31
1063184,22,10,12,4.662795,-1,3.003911,3.372938,1.568501,0.5449103,1.847269,1.382413,1.122849,0,191.3731,36.08274,3.761176,138179.9,31
1342935,23,10,13,5.342562,-1,3.279086,3.71333,1.780009,0.3715163,1.761538,1.438752,1.132428,0,241.7283,35.26824,3.341589,157396.1,31
94198,27,14,13,4.856262,1,2.661996,3.043349,1.50211,0.1443645,1.807658,1.595697,1.143258,0,16.95564,42.07097,2.719314,149071.8,31
1031262,24,11,13,4.096789,-1,2.481934,2.816473,1.358816,0.3819704,1.78185,1.454581,1.13479,0,185.6272,35.22159,3.136375,124096.7,31
1285600,26,12,14,5.699823,-1,3.232431,3.700711,1.836172,0.2142919,1.782492,1.540197,1.144869,0,231.408,39.62657,2.772465,174551.3,31
108971,22,10,12,4.239137,1,2.642157,2.999217,1.451162,0.5104965,1.829883,1.413414,1.13514,0,19.61478,33.52629,3.834077,121539.2,31
1018489,26,11,15,3.998896,-1,2.406473,2.702141,1.252416,0.3068434,1.84815,1.479899,1.122863,0,183.328,37.89854,2.873506,129949.6,31
1200716,24,11,13,4.665194,-1,2.793529,3.167832,1.524575,0.3726278,1.848638,1.472677,1.133989,0,216.1289,37.53602,3.567276,139676.4,31
109854,27,11,16,3.793006,1,2.25618,2.564447,1.241401,0.2870204,1.762761,1.479074,1.136632,0,19.77372,40.49773,2.345588,126346.1,31
1008077,23,12,11,3.63097,-1,2.305612,2.596677,1.220214,0.4895789,1.869229,1.398314,1.126242,0,181.4539,36.56222,3.35319,110669.4,31
1128189,21,10,11,3.823826,-1,2.497414,2.789799,1.2726,0.5584192,1.898932,1.370646,1.117075,0,203.074,34.27485,3.966521,109886.2,31
199327,26,10,16,9.175786,1,5.288582,6.079085,3.0548,0.2799381,1.746699,1.509402,1.149474,0,35.87886,36.50858,2.789119,285583.4,31
989786,21,9,12,3.625617,-1,2.441148,2.741731,1.277527,0.7107374,2.034919,1.322382,1.123132,0,178.1615,34.0539,4.433503,107410.5,31
1139572,22,12,10,4.221038,-1,2.703109,3.056316,1.458334,0.3572288,1.808298,1.381087,1.130667,0,205.123,32.6022,4.111469,124343,31
196998,24,11,13,8.270765,1,4.882593,5.594369,2.787108,0.3449335,1.723909,1.478409,1.145778,0,35.45964,36.14228,3.094595,244129.7,31
981455,23,7,16,3.385738,-1,2.134601,2.430082,1.186347,0.3776334,1.711355,1.393261,1.138424,0,176.6619,34.46188,3.487795,102460.9,31
1168901,27,12,15,4.872088,-1,2.744921,3.155553,1.585138,0.1991662,1.751335,1.543973,1.149597,0,210.4022,40.29108,2.512213,153715.6,31
102486,25,12,13,3.743589,1,2.257109,2.555495,1.222069,0.3236105,1.761296,1.464917,1.132198,0,18.44748,39.13232,2.853735,117369.7,31
1027164,25,11,14,4.100582,-1,2.464351,2.79128,1.336766,0.3471448,1.794846,1.469069,1.132663,0,184.8895,37.44146,2.860458,128146.3,31
1212836,31,12,19,4.83433,-1,2.647641,3.066885,1.572598,0.1087642,1.714684,1.5763,1.158346,0,218.3105,41.32112,1.981601,169449.1,31
96208,22,11,11,3.99756,1,2.57534,2.887331,1.33483,0.5702793,1.934005,1.384518,1.121145,0,17.31744,34.98741,3.758321,118465.6,31
1034915,25,13,12,4.018725,-1,2.49914,2.822117,1.336934,0.3649767,1.806141,1.42401,1.129236,0,186.2847,37.62556,2.836223,129955.3,31
1195491,27,10,17,4.261425,-1,2.628598,2.982,1.433958,0.2204322,1.763405,1.429049,1.134445,0,215.1884,41.01171,2.337706,147201.5,31
209800,21,10,11,4.629094,1,3.086127,3.429705,1.531437,0.6126336,1.962531,1.349706,1.11133,0,37.764,33.5416,3.995363,135789.6,31
995279,21,10,11,3.758324,-1,2.393946,2.686151,1.247044,0.5198175,1.895788,1.399149,1.12206,0,179.1502,33.71121,4.165484,105333.6,31
1147993,23,10,13,4.223131,-1,2.679543,3.002847,1.384562,0.4703222,1.851877,1.406376,1.120656,0,206.6387,36.12448,3.193628,128618.1,31
216657,26,11,15,9.307445,1,5.311466,6.106211,3.069713,0.2435877,1.757673,1.524259,1.149628,0,38.99826,36.6249,2.886794,286819.2,31
297615,24,11,13,3.90206,1,2.436583,2.738719,1.276245,0.4524339,1.833195,1.424775,1.124,0,53.5707,37.48859,2.972406,121829.1,32
1399467,26,12,14,5.140392,-1,3.099359,3.501751,1.660842,0.3809898,1.824609,1.467949,1.129831,0,251.9041,41.51396,2.638267,167365.4,32
333348,28,10,18,4.029864,1,2.339645,2.65623,1.279885,0.2324359,1.784028,1.517137,1.135313,0,60.00264,39.07121,2.380832,135699.4,32
1349167,28,11,17,4.829837,-1,2.831351,3.226621,1.574819,0.2717175,1.736174,1.496871,1.139605,0,242.8501,39.19843,2.282495,164218.3,32
419122,29,13,16,3.931921,1,2.333077,2.665704,1.311514,0.2206669,1.744085,1.475003,1.14257,0,75.44196,39.95154,2.187673,139984.6,32
1335384,23,10,13,5.711506,-1,3.645095,4.081546,1.875879,0.4946754,1.87645,1.399349,1.119736,0,240.3691,34.86894,3.369097,174964.6,32
291370,28,10,18,3.822237,1,2.276706,2.596529,1.270526,0.3550369,1.773936,1.472056,1.140476,0,52.4466,37.90556,2.437173,132049,32
1373843,26,11,15,5.110686,-1,3.083615,3.486734,1.658463,0.3528484,1.796683,1.465752,1.130729,0,247.2917,38.69707,2.583213,166515.2,32
289058,33,15,18,3.59201,1,1.987002,2.276445,1.127573,0.08152404,1.802696,1.577903,1.145668,0,52.03044,46.17426,2.154429,135116.1,32
1433950,26,11,15,5.212517,-1,3.110849,3.522681,1.684332,0.3149199,1.759335,1.479702,1.132386,0,258.111,39.84647,2.468782,167985.8,32
275445,24,12,12,3.720074,1,2.419566,2.705209,1.234848,0.5630298,1.919168,1.375152,1.118055,0,49.5801,36.92826,2.995353,120978.3,32
1388994,26,12,14,5.204701,-1,3.104849,3.535761,1.723827,0.3468016,1.749889,1.472017,1.138787,0,250.0189,39.39648,2.535714,167661.8,32
330333,28,12,16,3.928604,1,2.358671,2.660907,1.253508,0.3073931,1.812139,1.476415,1.128139,0,59.45994,43.3858,2.190079,136802.9,32
1393459,25,10,15,4.920692,-1,2.923417,3.352843,1.674215,0.3718718,1.734612,1.467618,1.146892,0,250.8226,37.12394,2.893452,152017.7,32
352365,28,11,17,3.753685,1,2.210724,2.51518,1.220746,0.2566215,1.756636,1.492412,1.137718,0,63.4257,41.3237,2.194098,128222,32
1401749,26,12,14,4.887679,-1,2.92515,3.304864,1.567359,0.3509445,1.840386,1.478935,1.12981,0,252.3148,38.70747,2.741382,157958.1,32
423570,29,15,14,3.686586,1,2.236836,2.520859,1.182324,0.3089567,1.839915,1.462432,1.126975,0,76.2426,45.4428,2.189826,134210.2,32
1333693,26,10,16,5.591664,-1,3.346622,3.83656,1.91172,0.3372938,1.732421,1.457468,1.146398,0,240.0647,37.59418,2.71619,180717.6,32
312489,32,9,23,3.524994,1,2.217813,2.545416,1.268548,0.1552992,1.816507,1.38484,1.147715,0,56.24802,44.05379,2.373141,146375.6,32
1442680,26,12,14,4.663547,-1,2.830692,3.186107,1.490205,0.3395482,1.80217,1.463713,1.125558,0,259.6824,39.39313,2.528487,152857.4,32
274843,27,12,15,3.691546,1,2.225841,2.513105,1.188171,0.333441,1.76644,1.468918,1.129059,0,49.47174,40.13455,2.29519,124647.1,32
1468926,25,12,13,4.777953,-1,2.856834,3.237039,1.552287,0.3163818,1.752863,1.476026,1.133086,0,264.4067,39.49478,2.696427,148555.4,32
291438,26,11,15,3.645852,1,2.294482,2.568157,1.175572,0.394403,1.86102,1.419637,1.119276,0,52.45884,41.86765,2.588255,123902,32
1404399,26,10,16,5.124995,-1,3.150267,3.610883,1.798354,0.3294873,1.73303,1.419319,1.146215,0,252.7918,39.57033,2.594965,170114.4,32
318555,25,11,14,4.019344,1,2.48835,2.813067,1.338027,0.41043,1.771767,1.428812,1.130495,0,57.3399,38.13915,2.721202,129394.2,32
1371280,28,12,16,4.896939,-1,2.83816,3.247549,1.606363,0.2257361,1.768715,1.507888,1.144245,0,246.8304,38.2465,2.503377,164613.3,32
394236,25,12,13,3.741152,1,2.289311,2.609365,1.276931,0.4335471,1.777727,1.43374,1.139804,0,70.96248,37.24907,2.854217,119044.2,32
1351875,29,15,14,5.712876,-1,3.27421,3.746319,1.851688,0.2208948,1.7641,1.52493,1.14419,0,243.3375,44.18488,2.104919,196452.6,32
275051,27,11,16,3.764199,1,2.296517,2.581023,1.199618,0.3245907,1.812427,1.458414,1.123886,0,49.50918,41.5902,2.292436,128604.9,32
1422230,27,11,16,5.11689,-1,2.981488,3.429967,1.726817,0.2885569,1.713696,1.491819,1.150421,0,256.0014,39.26819,2.456792,166963.3,32
299076,29,13,16,3.743968,1,2.185646,2.506236,1.247413,0.2839911,1.719637,1.493861,1.14668,0,53.83368,41.10559,2.132996,131138.7,32
1390230,24,11,13,5.167649,-1,3.193452,3.608092,1.713971,0.453214,1.861025,1.432239,1.129841,0,250.2414,36.29338,3.194202,159672.6,32
281405,26,10,16,3.910871,1,2.3843,2.699795,1.29062,0.3899442,1.813605,1.448581,1.132322,0,50.6529,37.61863,2.661186,128752.2,32
1413203,27,11,16,5.151462,-1,3.081879,3.481807,1.649916,0.2913808,1.795924,1.479537,1.129768,0,254.3765,40.43207,2.373386,172585.2,32
301228,24,10,14,3.664728,1,2.347368,2.640045,1.233095,0.5084451,1.826547,1.388131,1.124683,0,54.22104,36.32515,3.012191,117368.4,32
1423780,27,12,15,5.454372,-1,3.226192,3.690842,1.825661,0.3309578,1.724776,1.477812,1.144024,0,256.2804,40.00007,2.363321,180666.8,32
289465,26,13,13,3.651428,1,2.149052,2.440403,1.178377,0.2578959,1.767254,1.49624,1.135572,0,52.1037,42.54513,2.816108,116048.8,32
1389932,28,12,16,5.388217,-1,3.191816,3.613374,1.723729,0.2561656,1.771619,1.491187,1.132075,0,250.1878,43.1583,2.143775,185125.3,32
419909,25,9,16,3.618763,1,2.374309,2.664385,1.232912,0.4998898,1.911291,1.358198,1.122173,0,75.58362,38.17696,2.894411,123464.1,32
1357971,24,10,14,5.84401,-1,3.629279,4.118556,1.987156,0.4571853,1.851897,1.418946,1.134814,0,244.4348,36.41496,3.239695,181463.9,32
277721,25,11,14,3.888028,1,2.425441,2.737336,1.294084,0.3626335,1.763895,1.420369,1.128593,0,49.98978,39.38093,2.69667,126122.9,32
1430903,29,11,18,5.354382,-1,3.159354,3.578316,1.70885,0.2176118,1.788863,1.496341,1.13261,0,257.5625,42.24677,2.119146,189561.2,32
314163,25,12,13,3.690336,1,2.326139,2.611701,1.210975,0.392093,1.798853,1.413001,1.122762,0,56.54934,36.67321,2.8755,120959.2,32
1368670,25,12,13,5.194783,-1,3.150156,3.563196,1.698176,0.3707155,1.797492,1.4579,1.131117,0,246.3606,38.44056,2.773709,163808.1,32
264737,27,12,15,3.661926,1,2.179623,2.483245,1.211686,0.3214007,1.761392,1.474654,1.1393,0,47.65266,41.95157,2.347312,122058.9,32
1486818,25,9,16,4.956683,-1,2.978205,3.412767,1.699517,0.3637835,1.735845,1.452394,1.145914,0,267.6272,35.95477,2.939531,154866.7,32
309508,28,13,15,3.939028,1,2.356585,2.651363,1.236509,0.355091,1.873988,1.485662,1.125087,0,55.71144,44.33618,2.402709,136681.9,32
1445937,25,11,14,4.93641,-1,2.878244,3.278572,1.601043,0.2976202,1.757355,1.505658,1.139088,0,260.2687,38.32084,2.811049,149668.7,32
421099,30,13,17,3.803267,1,2.150903,2.458497,1.210407,0.1816568,1.763296,1.546988,1.143007,0,75.79782,44.69485,1.932555,133356,32
1354663,24,8,16,5.474275,-1,3.578666,4.033108,1.89822,0.4811815,1.846902,1.357334,1.126986,0,243.8393,36.47057,3.102784,178933.3,32
284322,25,11,14,3.692622,1,2.334323,2.611384,1.193764,0.4945202,1.867689,1.414048,1.11869,0,51.17796,39.54004,2.681616,121384.8,32
1405021,25,11,14,5.478107,-1,3.324786,3.749616,1.767947,0.3573763,1.774077,1.460978,1.127777,0,252.9038,39.33866,2.696118,172888.9,32
282247,27,12,15,3.519775,1,2.107183,2.388077,1.144316,0.3380879,1.824278,1.473895,1.133303,0,50.80446,40.81201,2.602699,118002.3,32
1419557,26,12,14,5.201013,-1,3.119577,3.531432,1.686596,0.3296972,1.755391,1.472777,1.132023,0,255.5203,40.4648,2.446583,168457.2,32
284837,26,8,18,3.493757,1,2.301687,2.595458,1.222282,0.4307684,1.815618,1.346104,1.127633,0,51.27066,38.37026,2.538051,124291.1,32
1397032,26,11,15,5.27285,-1,3.132941,3.560828,1.724628,0.3513438,1.81616,1.480793,1.136577,0,251.4658,38.27693,2.727047,169178.8,32
278621,28,15,13,3.767951,1,2.273045,2.532014,1.135255,0.2820261,1.898479,1.488124,1.113931,0,50.15178,45.9788,2.401386,131836.6,32
1398126,24,10,14,5.154815,-1,3.233244,3.639671,1.705794,0.4284009,1.812563,1.416286,1.125703,0,251.6627,36.78691,2.949622,161662.2,32
437837,28,11,17,3.86172,1,2.305646,2.635269,1.298769,0.2931547,1.741006,1.465399,1.142963,0,78.81066,42.36097,2.166456,133727.5,32
1354758,27,12,15,5.905498,-1,3.441588,3.911866,1.893738,0.2699488,1.779462,1.509637,1.136646,0,243.8564,41.06081,2.427543,192728.9,32
273229,30,13,17,3.846321,1,2.20759,2.513,1.220563,0.2136549,1.762316,1.530569,1.138346,0,49.18122,43.84829,1.897159,136870.6,32
1466225,26,13,13,4.825506,-1,2.959349,3.302771,1.494409,0.2762579,1.865268,1.461048,1.116046,0,263.9205,44.13382,2.857493,159804.9,32
402187,30,11,19,3.791024,1,2.155885,2.475844,1.237482,0.1456191,1.756339,1.531204,1.148412,0,72.39366,43.24795,1.976815,133664.9,32
1358977,24,9,15,5.650716,-1,3.560485,3.976233,1.806636,0.4027848,1.892646,1.421123,1.116767,0,244.6159,36.84702,3.074628,178024.3,32
270218,27,11,16,3.809742,1,2.281282,2.595612,1.260843,0.3943515,1.806811,1.467763,1.137786,0,48.63924,36.78445,2.759856,127751.8,32
1454892,26,14,12,4.673111,-1,2.968081,3.343812,1.569327,0.3169177,1.791238,1.39754,1.12659,0,261.8806,39.32466,2.515685,160276.4,32
411089,27,11,16,3.975581,1,2.441225,2.753803,1.297687,0.3898217,1.781484,1.443669,1.128041,0,73.99602,40.2517,2.274589,136708.6,32
1405382,27,11,16,6.031665,-1,3.598188,4.052681,1.89896,0.2922668,1.817642,1.488315,1.126311,0,252.9688,38.90238,2.520576,201498.6,32
416485,26,11,15,3.911528,1,2.466245,2.758301,1.258787,0.4052014,1.891361,1.418093,1.118421,0,74.9673,40.94808,2.695395,133177.2,32
1350541,24,11,13,5.965093,-1,3.713424,4.144164,1.877658,0.4268098,1.892112,1.439396,1.115995,0,243.0974,37.55629,3.048944,185671.2,32
282123,28,10,18,3.415542,1,2.053237,2.324377,1.108755,0.2826029,1.779204,1.469444,1.132055,0,50.78214,39.42601,2.316876,119087.7,32
1410250,27,12,15,5.461467,-1,3.168348,3.609675,1.761283,0.2858813,1.812112,1.513008,1.139293,0,253.845,40.23976,2.562959,177427.5,32
269558,25,11,14,3.837792,1,2.414961,2.701795,1.235462,0.4356136,1.852357,1.42046,1.118774,0,48.52044,39.60526,2.658261,125578,32
1523459,24,9,15,4.597158,-1,2.849638,3.248726,1.59223,0.4511951,1.783432,1.415065,1.140049,0,274.2226,35.75373,3.163066,142481.9,32
269818,27,10,17,3.84696,1,2.331816,2.636579,1.253101,0.3433079,1.791591,1.459073,1.130698,0,48.56724,38.80291,2.45292,130581.7,32
1494952,24,11,13,4.890968,-1,2.993081,3.384455,1.612451,0.4067754,1.839135,1.445127,1.130759,0,269.0914,35.29154,3.204547,149654.1,32
446423,26,12,14,4.136311,1,2.487004,2.819443,1.353484,0.3502853,1.79768,1.467067,1.133671,0,80.35614,39.31937,2.63649,134298.2,32
1318821,25,13,12,5.914022,-1,3.67881,4.158141,1.97655,0.4223426,1.789072,1.422275,1.130295,0,237.3878,40.46282,2.808052,191298.1,32
298819,25,11,14,3.737117,1,2.346328,2.63883,1.231461,0.4541992,1.820882,1.416202,1.124664,0,53.78742,38.45912,2.714676,122009.1,32
1384235,24,10,14,5.199735,-1,3.198904,3.60451,1.69543,0.401108,1.829832,1.442564,1.126795,0,249.1623,35.7999,3.186667,159945.2,32
268151,31,11,20,3.608689,1,2.107762,2.407973,1.182965,0.237596,1.758733,1.498642,1.142431,0,48.26718,43.6461,1.844869,134896.8,32
285681,25,13,12,3.818736,1,2.499191,2.797615,1.282153,0.4353881,1.852607,1.364997,1.119408,0,51.42258,36.88865,2.89689,129958,32
1423503,28,10,18,5.313153,-1,3.218357,3.693407,1.8441,0.222304,1.724672,1.438551,1.147607,0,256.2305,41.47081,2.209582,186664.7,32
292425,30,12,18,3.648011,1,2.070656,2.360897,1.152863,0.1811479,1.779648,1.54518,1.140169,0,52.6365,42.87905,2.001959,128380.7,32
1419795,26,13,13,4.93584,-1,2.944863,3.352953,1.633684,0.3491714,1.796672,1.472087,1.138577,0,255.5631,39.69691,2.641835,159022.6,32
265921,29,10,19,3.553987,1,2.204151,2.487646,1.173017,0.2793821,1.809766,1.428655,1.128619,0,47.86578,42.31646,2.107786,132249,32
1498207,23,10,13,4.961408,-1,3.156332,3.550127,1.660059,0.5200954,1.867688,1.39753,1.124764,0,269.6773,35.08145,3.354009,151503.9,32
443834,24,12,12,4.020484,1,2.618347,2.909136,1.293948,0.5148744,1.953208,1.38202,1.111058,0,79.89012,36.99135,3.026646,130917.4,32
1336833,27,10,17,5.872506,-1,3.471984,3.978615,1.978511,0.2746488,1.719528,1.476018,1.14592,0,240.6299,39.58502,2.405174,194431.1,32
267891,28,16,12,3.47521,1,2.099498,2.382075,1.145258,0.3102768,1.81241,1.458901,1.134593,0,48.22038,43.83987,2.288287,121770.9,32
1427444,30,11,19,5.21033,-1,2.942268,3.392215,1.716155,0.1777685,1.701705,1.535967,1.152925,0,256.9399,39.90363,2.185913,182420.6,32
298309,31,12,19,4.024749,1,2.301652,2.616382,1.264035,0.1792559,1.801496,1.538288,1.136741,0,53.69562,42.8591,2.089336,147305.7,32
1395088,26,12,14,5.177772,-1,3.171026,3.565823,1.66192,0.3744177,1.827161,1.452055,1.124501,0,251.1158,38.16246,2.698967,171235.4,32
367437,26,9,17,2.82799,1,1.681358,1.900517,0.9028795,0.3655213,1.820957,1.488011,1.130346,0,66.13866,37.64053,2.690886,90793.34,32
1374474,30,11,19,5.714147,-1,3.190037,3.643875,1.790215,0.1307821,1.776608,1.568151,1.142267,0,247.4053,40.16409,2.161441,197782.3,32
421589,23,13,10,3.809331,1,2.510582,2.79695,1.259361,0.5441313,1.938389,1.361959,1.114064,0,75.88602,35.3619,3.37104,120507.9,32
1336056,27,11,16,5.689789,-1,3.428899,3.868593,1.824144,0.2923455,1.785971,1.470765,1.128232,0,240.4901,40.33919,2.333973,192018.3,32
420269,27,13,14,3.949752,1,2.349724,2.661116,1.272056,0.3096263,1.794185,1.484247,1.132523,0,75.64842,40.15804,2.410352,131584.5,32
1361814,23,9,14,5.613613,-1,3.683587,4.107668,1.856821,0.5953125,1.962516,1.366618,1.115127,0,245.1265,34.62897,3.350406,176812.2,32
329981,22,11,11,3.797815,1,2.496618,2.821847,1.344746,0.5873734,1.847938,1.345862,1.130268,0,59.39658,35.75078,4.00854,114844.4,32
1343516,26,11,15,5.73148,-1,3.415729,3.901156,1.920525,0.3639037,1.773367,1.469175,1.142115,0,241.8329,37.0738,2.731199,184449.4,32
278277,26,13,13,4.324173,1,2.634383,2.968363,1.393977,0.3905973,1.826977,1.456754,1.126777,0,50.08986,39.87567,2.555082,142256.7,32
1430210,31,15,16,5.229406,-1,2.980314,3.367304,1.592389,0.1404996,1.83962,1.552995,1.129849,0,257.4378,46.76727,1.951973,190740.1,32
275765,25,10,15,3.936726,1,2.540239,2.876043,1.375341,0.4275044,1.779572,1.368799,1.132194,0,49.6377,40.46921,2.777432,132092.4,32
1384660,24,10,14,5.601164,-1,3.465877,3.904124,1.834246,0.4194989,1.828129,1.434679,1.126446,0,249.2388,35.27259,3.136831,173293.8,32
299546,28,11,17,4.528467,1,2.664653,3.044407,1.498488,0.3028252,1.753639,1.487471,1.142515,0,53.91828,38.07055,2.437477,154549.9,32
1351696,29,14,15,5.418998,-1,3.130716,3.594004,1.795247,0.2122165,1.769437,1.507789,1.147982,0,243.3053,41.47059,2.207479,187842.9,32
284124,27,12,15,4.109852,1,2.425341,2.773216,1.369462,0.3201763,1.739395,1.481981,1.143433,0,51.14232,40.20381,2.393492,135819.1,32
1359514,26,12,14,5.550399,-1,3.389143,3.830988,1.820133,0.3925797,1.792836,1.448816,1.130371,0,244.7125,40.30686,2.479659,183013.7,32
377088,28,12,16,4.163631,1,2.486485,2.817099,1.347614,0.3248874,1.77974,1.477985,1.132965,0,67.87584,40.55352,2.240475,144216.1,32
1354330,26,13,13,5.99867,-1,3.687021,4.166108,1.976623,0.3677193,1.823075,1.439874,1.129939,0,243.7794,39.45845,2.596274,199099.1,32
287808,27,13,14,4.195455,1,2.623708,2.968723,1.414544,0.3509294,1.797109,1.413219,1.131499,0,51.80544,38.43712,2.457039,146927.6,32
1357479,29,11,18,5.547464,-1,3.18209,3.637157,1.791709,0.242843,1.817139,1.52522,1.143009,0,244.3462,40.85834,2.357017,190925.4,32
301161,27,9,18,4.223944,1,2.604273,2.977929,1.47074,0.4118793,1.762278,1.418417,1.143478,0,54.20898,37.51938,2.589213,145839.3,32
1397563,26,11,15,5.34962,-1,3.178811,3.622532,1.770303,0.3213697,1.72759,1.476763,1.139587,0,251.5613,39.3793,2.495915,171655.8,32
279860,28,13,15,4.12869,1,2.47954,2.811593,1.348957,0.3128582,1.784897,1.468452,1.133917,0,50.3748,39.15755,2.465578,143813.3,32
1358100,28,15,13,5.372379,-1,3.199904,3.623383,1.729948,0.2286581,1.77687,1.482697,1.132341,0,244.458,43.80661,2.177828,185594.4,32
272062,29,11,18,3.989296,1,2.334706,2.660094,1.296648,0.2446806,1.760429,1.499682,1.13937,0,48.97116,41.52372,2.086904,140082.3,32
1370916,25,11,14,5.516004,-1,3.386777,3.794243,1.74444,0.3919466,1.866625,1.453782,1.120311,0,246.7649,38.99378,2.777994,176112.4,32
309529,26,10,16,4.442179,1,2.797655,3.143475,1.46068,0.3937038,1.80547,1.413143,1.123611,0,55.71522,39.04589,2.50945,151073.4,32
1373434,26,13,13,5.267448,-1,3.237604,3.641927,1.69957,0.3859528,1.874058,1.446335,1.124884,0,247.2181,40.13799,2.715637,174830.6,32
329839,25,12,13,4.304101,1,2.767868,3.07892,1.375283,0.4833848,1.894668,1.397926,1.11238,0,59.37102,39.75345,2.70739,143929.1,32
1345525,24,12,12,5.232067,-1,3.31343,3.695505,1.670185,0.4665389,1.888611,1.415792,1.115311,0,242.1945,37.54099,3.019843,165671.5,32
283393,30,14,16,4.251818,1,2.439658,2.800569,1.397962,0.1858764,1.723608,1.518198,1.147935,0,51.01074,42.17022,1.972129,151258.8,32
1411640,27,13,14,5.19596,-1,3.068879,3.488527,1.689295,0.2819778,1.760283,1.489442,1.136743,0,254.0952,41.11972,2.34867,171857.2,32
1461050,24,8,16,3.502901,-1,2.304508,2.595556,1.218844,0.4385034,1.797504,1.349576,1.126295,0,262.989,35.90601,3.044969,115225.4,32
1421003,31,11,20,4.017681,-1,2.226822,2.580436,1.324669,0.124108,1.718059,1.556978,1.158797,0,255.7805,38.29258,2.38298,142516.6,32
1392125,23,10,13,4.200335,-1,2.69694,3.010217,1.36589,0.5708477,1.968214,1.395359,1.11616,0,250.5825,35.80712,3.314112,129453.1,32
1435251,28,12,16,3.721307,-1,2.16815,2.444607,1.149249,0.2106542,1.824911,1.522252,1.127508,0,258.3452,42.61431,2.279874,125752.7,32
330790,26,8,18,4.081589,1,2.719826,3.093205,1.501314,0.3498866,1.756387,1.319534,1.13728,0,59.5422,39.21981,2.512846,146870.6,32
