"pd_location","signal_width","rise_time","fall_time","peak_voltage","polarity","mean","rms","sd","Skewness","kurtosis","crest","formFactor","MainFreq","phase_angle","T","W","pC","pd_class"
0.10478758696948,-0.100410522586551,0.566659695682077,-0.466345335119634,-0.456782515244826,1.06806224505633,-0.446903254432861,-0.449000949768894,-0.451978272316399,0.998670932792667,0.323270266088008,-0.604203535537204,-0.61017222752687,NA,0.104787579417523,-0.0593966772372861,-0.368143139013918,-0.457992032224941,"1"
-1.13706054216849,-0.100410522586551,0.566659695682077,-0.466345335119634,-0.117990480419183,-0.935806882629095,-0.126017071111971,-0.129292848305901,-0.136562352341929,0.222290740305337,-0.150106683121956,0.0821919151549567,-0.202255636963443,NA,-1.13706054239667,-0.0391999158853103,-0.369006707032737,-0.120470725831197,"1"
0.51634644742341,0.357040605370399,1.21022550565604,-0.466345335119634,-0.485168421262565,1.06806224505633,-0.478861413657134,-0.48408848172278,-0.496984000970775,0.58777704547278,0.776213891510566,-0.316364158675575,-1.25868314573453,NA,0.516346210100889,0.670930223740459,-0.461544832311203,-0.475952592176596,"1"
-1.24569772595623,-0.100410522586551,-0.0769061142918892,-0.0423950304654211,-0.167254470555176,-0.935806882629095,-0.156358612618259,-0.17179969279411,-0.214754111999963,0.433193816714674,0.419766322230418,-0.0597191124686994,-1.10041274294049,NA,-1.24569772554373,-0.169698512760104,-0.441820917556518,-0.152385222456191,"1"
-1.69843211492592,-0.100410522586551,-0.0769061142918892,-0.0423950304654211,-0.226846500100521,-0.935806882629095,-0.232025960897177,-0.239278359499601,-0.257633814068487,0.16199696662631,0.103283602907875,0.153473621747433,-0.638939313303345,NA,-1.69843211184343,-0.138458039556298,-0.413712282159445,-0.23197509526101,"1"
-1.55920178353493,0.357040605370399,0.566659695682077,-0.0423950304654211,-0.485212322185379,-0.935806882629095,-0.492062923302009,-0.491042305630429,-0.485382424481438,0.264743705784268,-0.0629663133704001,0.0655646673623706,-0.233799998005585,NA,-1.55920178127355,0.0618399838239162,-0.394440985191419,-0.490706366630169,"1"
0.0838458490267819,0.357040605370399,0.566659695682077,-0.0423950304654211,-0.467618332732927,1.06806224505633,-0.470745168536223,-0.471228056963362,-0.469930055447469,0.532315751091562,0.25850412610657,-0.0624144949193314,-0.433832391831506,NA,0.0838458415983291,0.242083128018163,-0.411734822721877,-0.466882029280371,"1"
0.410056129626902,0.357040605370399,0.566659695682077,-0.0423950304654211,-0.531719792827673,1.06806224505633,-0.533879821766748,-0.532492121982021,-0.525577328172476,0.528991974324252,-0.159614524666331,-0.247134032992973,-0.272544702329079,NA,0.410056347618037,0.246461677652874,-0.317135902896845,-0.537440145859211,"1"
0.308928098574842,0.357040605370399,0.566659695682077,-0.0423950304654211,-0.43590707073902,1.06806224505633,-0.436167288115423,-0.43379549338077,-0.424741748531079,0.770856405379561,-0.0616711390148238,-0.32292235037074,0.0634713174676338,NA,0.308928317162378,0.28507672390384,-0.291362983086584,-0.428238565020287,"1"
0.874823577789659,0.357040605370399,0.566659695682077,-0.0423950304654211,-0.304785433817271,1.06806224505633,-0.30358213616606,-0.308452496505893,-0.320483948884265,0.437018119351016,0.105220797789282,-0.0743892035773869,-0.567998788307483,NA,0.874823565696435,0.313915099041278,-0.435463805851133,-0.280063838379668,"1"
0.461529632452934,0.357040605370399,0.566659695682077,-0.0423950304654211,-0.378104559506217,1.06806224505633,-0.388166104540681,-0.390976503641928,-0.396719913737629,0.044497628255568,0.0779924475117318,0.28831141644332,-0.536728726057012,NA,0.461529168110289,0.482744977835022,-0.454967826183347,-0.37459322829645,"1"
0.679513993488711,0.357040605370399,0.566659695682077,-0.0423950304654211,-0.408871743269173,1.06806224505633,-0.406951174003783,-0.410793582641578,-0.419487572665105,0.681394976521165,0.367035283782318,-0.139001126207635,-0.720406054429568,NA,0.67951398254732,0.494969941208501,-0.440326716931691,-0.395587169818458,"1"
-1.28321689045601,0.814491733327349,1.21022550565604,-0.0423950304654211,-0.534146499692384,-0.935806882629095,-0.53492756814594,-0.535186901851397,-0.53327348829289,0.235280811591404,-0.0791096040487899,-0.230584041385278,-0.639145037397096,NA,-1.28321688982224,0.572566287673849,-0.529058781468652,-0.52664262775186,"1"
-1.47524249924176,0.814491733327349,1.21022550565604,-0.0423950304654211,-0.585483558088586,-0.935806882629095,-0.586925653114994,-0.586066375538023,-0.580634027564308,0.696228621737653,0.561890368922438,-0.329300277634495,-0.664551962975599,NA,-1.47524249747553,0.762368330354727,-0.503157572241231,-0.588173191836303,"1"
0.617963494144087,0.357040605370399,-0.0769061142918892,0.381555274188792,-0.466773101041792,1.06806224505633,-0.46271074899714,-0.462028060900815,-0.457474326965964,0.747656764165289,-0.088903200393679,-0.479434796938738,-0.226873953515896,NA,0.617963028878877,0.0841616780807552,-0.24166769180252,-0.457902936469481,"1"
0.824825306332135,0.357040605370399,-0.0769061142918892,0.381555274188792,-0.531814332631391,1.06806224505633,-0.526449916837269,-0.526574806299758,-0.524013814736089,1.13927639775802,0.324828928636266,-0.64509780940601,-0.569541719010634,NA,0.824825067190369,0.279549918600041,-0.282065287096123,-0.529136647206261,"1"
0.0661655796019797,0.357040605370399,-0.0769061142918892,0.381555274188792,-0.496344748756414,1.06806224505633,-0.492996042816932,-0.496000441816817,-0.502054476167387,0.425330573124486,0.209981476538767,-0.286079734198424,-0.957743083922716,NA,0.0661653449343899,0.326588806009574,-0.462867379575383,-0.49174928129675,"1"
0.665254787653571,0.357040605370399,-0.0769061142918892,0.381555274188792,-0.552799598907716,1.06806224505633,-0.54135508009397,-0.544351518756651,-0.550463156834364,1.5288262411023,0.910926868895748,-0.940491124345838,-1.29907364280806,NA,0.665255004139679,0.477802199121534,-0.436671634810051,-0.545794400678662,"1"
0.346126026840425,0.814491733327349,0.566659695682077,0.381555274188792,-0.429596104694092,1.06806224505633,-0.435618784359951,-0.434307278161845,-0.42862827104297,-0.0672421001596022,-0.174677884864856,-0.0175801556211005,-0.0874615926492197,NA,0.346126245208587,1.28287130531819,-0.529032805512285,-0.409128518021775,"1"
-1.23615066691953,-0.100410522586551,-1.36403773423982,0.805505578843005,0.0447728855475225,-0.935806882629095,0.213605631037361,0.180596121841912,0.0843927005266509,2.52598465383496,1.94861017150002,-2.03636152299975,-1.30651399753213,NA,-1.23615066656333,0.498500497432421,-0.240773694806243,0.236758491608185,"1"
0.189029231774242,0.814491733327349,-0.0769061142918892,0.805505578843005,-0.497415458921368,1.06806224505633,-0.511166887543497,-0.505719702825123,-0.488372891793485,-0.115553979214029,-0.221341272678665,0.226120187606314,0.581621734933759,NA,0.189029678412284,0.782258230277894,-0.42337014273676,-0.498526163687179,"1"
