"pd_location","signal_width","rise_time","fall_time","peak_voltage","polarity","abs.mean.","rms","sd","NewSkewness","kurtosis","crest","abs.formFactor.","MainFreq","phase_angle","T","W","pC","pd_class"
0.441751672212313,0.525240529466767,0.138802103792219,0.58250677733455,-0.591656139624873,-0.750626269668325,-0.59505908214108,-0.594924268286478,-0.593276955510175,-0.61300030702115,-0.288385220688288,0.528474204377486,-0.15521589108772,NA,0.441751674068811,-0.219545921301692,-0.264918159336716,-0.608821229642504,"31"
0.738586620176714,0.525240529466767,0.627541905877496,0.228829316900701,-0.540402667972902,-0.750626269668325,-0.54440334706749,-0.543697967311386,-0.540428498524109,-0.226334028308397,-0.63382944186824,0.334476311751836,0.746444772120741,NA,0.738586853656021,0.550393407765678,-0.414984081987062,-0.547143821891278,"31"
0.696053444702669,0.2532361123426,0.138802103792219,0.228829316900701,-0.539201285538506,-0.750626269668325,-0.542289380692451,-0.542177776268917,-0.540817704769266,-0.118466825679354,-0.0484325514839161,0.24182609656571,0.114775385477992,NA,0.696052982649137,-0.0700284265311862,-0.270618234401969,-0.548188094491336,"31"
-1.20934016712127,0.797244946590935,1.11628170796277,0.228829316900701,-0.529401473938852,1.33155478350317,-0.533287426478146,-0.533329711640553,-0.532651332608738,-0.420274679110649,-0.42695671803372,0.482685977170436,-0.0117348126842314,NA,-1.20934016397108,1.12652244817119,-0.526684578568364,-0.529585257717013,"31"
0.285992149566744,-0.0187683047815673,0.138802103792219,-0.124848143533149,-0.559144151431278,-0.750626269668325,-0.559656394530448,-0.560338474187872,-0.561603505371125,0.534143050319209,0.402872417490476,-0.40536019961273,-0.991490911808168,NA,0.285992383400674,0.00293832385271353,-0.213684719714053,-0.571385617655411,"31"
0.492927952862902,0.797244946590935,0.627541905877496,0.58250677733455,-0.562161330293477,-0.750626269668325,-0.567296511288834,-0.566726775920952,-0.563822428332023,-0.862770684767417,-0.523603979059721,0.902050916404453,0.729180023823343,NA,0.492927954679302,0.554799234845065,-0.473311281289305,-0.572527678938832,"31"
0.827851408501726,0.525240529466767,-0.349937698293058,0.936184237768399,-0.548079517407148,-0.750626269668325,-0.549881197638017,-0.55000462558013,-0.549458282239986,-0.420431827181821,-0.16112752410303,-0.0862691770462121,-0.174758116820103,NA,0.827851178200313,0.446239094357133,-0.412445924322901,-0.55381355022686,"31"
-1.2329511606202,0.797244946590935,-0.349937698293058,1.28986169820225,-0.534716107946456,1.33155478350317,-0.537452965006359,-0.537281660965876,-0.535863154004761,-0.134230693657889,-0.230355842315036,0.130661177781961,0.183613977625495,NA,-1.23295115745152,0.296928060091259,-0.444885450184677,-0.534844932275973,"31"
0.305924293614631,0.2532361123426,1.11628170796277,-0.478525603966998,-0.558005218768594,-0.750626269668325,-0.559797951421307,-0.559624478755075,-0.557980358090214,0.46480702158985,-0.0122841786417634,-0.244096671094232,0.147835541792167,NA,0.305923831866778,0.528975635998963,-0.306961100339841,-0.568716558132668,"31"
0.554836123886008,-0.0187683047815673,0.138802103792219,-0.124848143533149,-0.551647026630737,-0.750626269668325,-0.551449743808431,-0.55212437435905,-0.553378777127351,0.949960679522515,0.557023978391796,-0.564476206587182,-0.834491902822872,NA,0.554835661943124,0.186321354795296,-0.228411953854375,-0.562133501847852,"31"
